,node,ids
55,https://www.thehindu.com/news/cities/Delhi/delhi-hc-grants-protection-to-lesbian-couple-to-live-their-lives-in-society/article67259286.ece,55
56,https://www.thehindu.com/news/cities/Hyderabad/,56
57,https://www.thehindu.com/news/cities/Kochi/,57
58,https://www.thehindu.com/news/cities/Madurai/,58
59,https://www.thehindu.com/news/cities/Mangalore/,59
60,https://www.thehindu.com/news/cities/Thiruvananthapuram/,60
61,https://www.thehindu.com/news/cities/Tiruchirapalli/,61
62,https://www.thehindu.com/news/cities/Vijayawada/,62
63,https://www.thehindu.com/news/cities/Visakhapatnam/,63
64,https://www.thehindu.com/news/cities/Visakhapatnam/the-sting-of-stuartpuram-stigma/article67253175.ece,64
65,https://www.thehindu.com/news/cities/bangalore/,65
66,https://www.thehindu.com/news/cities/chennai/,66
67,https://www.thehindu.com/news/cities/kolkata/,67
68,https://www.thehindu.com/news/cities/kozhikode/,68
69,https://www.thehindu.com/news/cities/mumbai/,69
70,https://www.thehindu.com/news/cities/mumbai/around-600-farmers-are-protesting-the-export-duty-on-onions-blocked-the-mumbai-agra-highway/article67230541.ece,70
71,https://www.thehindu.com/news/cities/puducherry/,71
72,https://www.thehindu.com/news/international/,72
73,https://www.thehindu.com/news/international/absolute-lie-kremlin-rejects-prigozhin-killed-on-its-orders/article67235201.ece,73
74,https://www.thehindu.com/news/international/brics-common-currency-push-expansion-plans-where-does-india-stand/article67147734.ece,74
75,https://www.thehindu.com/news/international/china-sends-aircraft-and-vessels-toward-taiwan-days-after-united-states-approves-usd-500-million-arms-sale/article67237683.ece,75
76,https://www.thehindu.com/news/international/explained-drilling-in-the-north-sea-history-and-environmental-concerns/article67204792.ece,76
77,https://www.thehindu.com/news/international/explained-india-and-the-northern-sea-route/article67230900.ece,77
78,https://www.thehindu.com/news/international/explained-what-are-the-amendments-to-the-pakistan-army-act/article67228529.ece,78
79,https://www.thehindu.com/news/international/philippines-malaysia-indonesia-protest-chinas-map/article67256478.ece,79
80,https://www.thehindu.com/news/morning-digest-august-26-2023/article67236478.ece,80
81,https://www.thehindu.com/news/morning-digest-august-27-2023/article67239548.ece,81
82,https://www.thehindu.com/news/morning-digest-august-28-2023/article67242371.ece,82
83,https://www.thehindu.com/news/morning-digest-august-29-2023/article67245990.ece,83
84,https://www.thehindu.com/news/morning-digest-august-30-2023/article67249570.ece,84
85,https://www.thehindu.com/news/morning-digest-august-31-2023/article67253186.ece,85
86,https://www.thehindu.com/news/morning-digest-september-1-2023/article67257169.ece,86
87,https://www.thehindu.com/news/national/,87
88,https://www.thehindu.com/news/national/andhra-pradesh/,88
89,https://www.thehindu.com/news/national/chandrayaan-3-pm-modi-bengaluru-to-meet-isro-scientists/article67237658.ece,89
90,https://www.thehindu.com/news/national/children-from-void-voidable-marriages-are-legitimate-can-claim-rights-in-parents-properties-sc/article67259229.ece,90
91,https://www.thehindu.com/news/national/china-doubles-down-on-new-map-tells-india-to-not-over-interpret/article67251703.ece,91
92,https://www.thehindu.com/news/national/ex-president-kovind-headed-committee-to-explore-possibility-of-one-nation-one-election/article67258799.ece,92
93,https://www.thehindu.com/news/national/explained-how-is-the-supreme-court-tackling-gender-stereotyping/article67214069.ece,93
94,https://www.thehindu.com/news/national/explained-what-is-the-bharat-new-car-assessment-programme/article67228536.ece,94
95,https://www.thehindu.com/news/national/explained-why-is-the-brics-summit-important-for-india/article67214105.ece,95
96,https://www.thehindu.com/news/national/india-alliance-mumbai-meeting-live-updates-september-1/article67258663.ece,96
97,https://www.thehindu.com/news/national/india-to-have-425-crore-air-passengers-by-2035-says-jyotiraditya-scindia/article67258876.ece,97
98,https://www.thehindu.com/news/national/indians-more-likely-than-others-to-believe-indias-influence-is-growing-finds-pew-survey/article67252212.ece,98
99,https://www.thehindu.com/news/national/jammu-kashmir-reservation-bill-kashmiri-migrant-pandit-displaced-pakistan-refugee-assembly-reorganisation/article67153722.ece,99
100,https://www.thehindu.com/news/national/karnataka/,100
101,https://www.thehindu.com/news/national/kerala/,101
102,https://www.thehindu.com/news/national/kerala/in-the-political-shadow-of-oommen-chandy/article67255830.ece,102
103,https://www.thehindu.com/news/national/onions-to-be-made-available-at-25-as-buffer-stock-burgeons/article67216716.ece,103
104,https://www.thehindu.com/news/national/other-states/,104
105,https://www.thehindu.com/news/national/other-states/fresh-gunfight-in-manipur-meitei-women-groups-prevent-security-from-reaching-the-area/article67255266.ece,105
106,https://www.thehindu.com/news/national/other-states/man-found-dead-lucknow-residence-union-minister-kaushal-kishores-son/article67259139.ece,106
107,https://www.thehindu.com/news/national/other-states/sc-orders-life-imprisonment-to-former-lok-sabha-mp-prabhunath-singh/article67258813.ece,107
108,https://www.thehindu.com/news/national/punjabs-nasha-roko-committees-the-anti-drug-lords/article67257367.ece,108
109,https://www.thehindu.com/news/national/religious-minorities-muslims-india-education-scholarship-explainer/article67226138.ece,109
110,https://www.thehindu.com/news/national/student-slap-incident-throws-light-on-the-poor-quality-of-schooling-in-rural-uttar-pradesh/article67239495.ece,110
111,https://www.thehindu.com/news/national/supreme-court-hearing-on-article-370-abrogation-day-14/article67258628.ece,111
112,https://www.thehindu.com/news/national/tamil-nadu/,112
113,https://www.thehindu.com/news/national/tamil-nadu/a-studio-in-coimbatore-that-once-turned-out-memorable-movies/article67257393.ece,113
114,https://www.thehindu.com/news/national/tamil-nadu/explained-the-katchatheevu-controversy/article67213802.ece,114
115,https://www.thehindu.com/news/national/tamil-nadu/when-the-british-levied-thimir-vari-on-residents-of-a-village-in-coimbatore/article67257395.ece,115
116,https://www.thehindu.com/news/national/telangana/,116
117,https://www.thehindu.com/news/national/telangana/2000-bce-neolithic-remains-found-at-khajaguda/article67255324.ece,117
118,https://www.thehindu.com/news/national/telangana/a-warm-hug-from-sonia-sends-sharmilas-hopes-soaring/article67257024.ece,118
119,https://www.thehindu.com/news/national/telangana/cm-announces-hike-in-salaries-for-voas-from-september/article67255762.ece,119
120,https://www.thehindu.com/news/national/telangana/did-cycling-track-come-up-after-massive-green-destruction/article67252526.ece,120
121,https://www.thehindu.com/news/national/telangana/ex-navy-officer-tollywood-financier-and-others-caught-at-rave-party/article67255777.ece,121
122,https://www.thehindu.com/news/national/telangana/hyderabad-united-states-million-dollar-baby-and-vice-versa/article67252168.ece,122
123,https://www.thehindu.com/news/national/telangana/key-news-developments-from-telangana-today/article67258621.ece,123
124,https://www.thehindu.com/news/national/telangana/mrps-leader-y-bhaskar-others-join-brs/article67254820.ece,124
125,https://www.thehindu.com/news/national/telangana/pv-raja-ram-takes-charge-as-director-production-bdl/article67255596.ece,125
126,https://www.thehindu.com/news/national/telangana/revanth-meets-sulking-tummala-invites-him-into-congress/article67257189.ece,126
127,https://www.thehindu.com/news/national/telangana/telangana-cio-receives-world-innovation-award/article67255570.ece,127
128,https://www.thehindu.com/news/national/telangana/telangana-continues-slow-pace-of-growth-in-revenue-receipts-for-july/article67251774.ece,128
129,https://www.thehindu.com/news/national/telangana/uncertainty-over-bjps-proposed-bus-yatra/article67256759.ece,129
130,https://www.thehindu.com/news/national/telangana/uoh-researchers-develop-assay-to-study-how-cells-control-operation-of-mitochondria/article67251615.ece,130
131,https://www.thehindu.com/news/national/unable-to-give-exact-date-when-jk-statehood-would-be-restored-centre-tells-sc/article67254638.ece,131
132,https://www.thehindu.com/news/national/venugopal-kasturi-elected-chairman-of-kasturi-and-sons-ltd/article67259052.ece,132
133,https://www.thehindu.com/news/states/,133
134,https://www.thehindu.com/news/top-news-of-the-day-august-25-2023-putin-not-to-attend-new-delhi-g20-summit-supreme-court-shifts-27-cbi-cases-on-manipur-violence-to-assam-and-more/article67235379.ece,134
135,https://www.thehindu.com/news/top-news-of-the-day-august-26-2023-hindu-outfits-denied-permission-for-procession-in-nuh-uttar-pradesh-teacher-booked-for-making-students-slap-muslim-classmate-and-more/article67238765.ece,135
136,https://www.thehindu.com/news/top-news-of-the-day-august-27-2023-vedanta-wins-arbitration-against-government-in-usd-11-billion-case-pro-khalistan-graffiti-crop-up-in-delhi-metro-stations-ahead-of-g20-summit-and-more/article67241611.ece,136
137,https://www.thehindu.com/news/top-news-of-the-day-august-28-2023-isro-to-launch-aditya-l1-mission-on-september-2-uk-flights-getting-delayed-cancelled-as-technical-issue-hits-air-traffic-control-and-more/article67245072.ece,137
138,https://www.thehindu.com/news/top-news-of-the-day-august-29-2023-centre-slashes-domestic-lpg-cylinders-rate-by-200-supreme-court-questions-centre-on-restoration-of-jk-statehood-and-more/article67248585.ece,138
139,https://www.thehindu.com/news/top-news-of-the-day-august-30-2023-dont-over-interpret-new-map-china-tells-india-karnatakas-gruha-lakshmi-scheme-launched-in-mysuru-and-more/article67252159.ece,139
140,https://www.thehindu.com/news/top-news-of-the-day-august-31-2023-centre-calls-parliament-special-session-from-september-18-to-22-unable-to-give-exact-date-for-restoring-jammu-and-kashmir-statehood-centre-tells-supreme-court-and-mo/article67256148.ece,140
141,https://www.thehindu.com/newsletter-subscription/,141
142,https://www.thehindu.com/newsletter-subscription/?utm_source=site_menu&utm_medium=website&utm_campaign=newsletter_signup,142
143,https://www.thehindu.com/opinion/,143
144,https://www.thehindu.com/opinion/cartoon/,144
145,https://www.thehindu.com/opinion/columns/,145
146,https://www.thehindu.com/opinion/editorial/,146
147,https://www.thehindu.com/opinion/editorial/mapping-the-way-forward-on-china-and-its-neighbours/article67255712.ece,147
148,https://www.thehindu.com/opinion/editorial/neighbours-and-rivals-on-the-asia-cup/article67255735.ece,148
149,https://www.thehindu.com/opinion/interview/,149
150,https://www.thehindu.com/opinion/lead/,150
151,https://www.thehindu.com/opinion/lead/a-progressive-ucc-must-protect-the-childs-best-interests/article67256595.ece,151
152,https://www.thehindu.com/opinion/letters/,152
153,https://www.thehindu.com/opinion/op-ed/,153
154,https://www.thehindu.com/opinion/op-ed/are-natural-disasters-man-made/article67255463.ece,154
155,https://www.thehindu.com/opinion/op-ed/controlling-womens-sexual-autonomy/article67251409.ece,155
156,https://www.thehindu.com/opinion/op-ed/dalit-targeted-violence-a-dimming-of-tamil-nadus-halo/article67256644.ece,156
157,https://www.thehindu.com/opinion/op-ed/the-pull-of-words/article67255404.ece,157
158,https://www.thehindu.com/podcast/,158
159,https://www.thehindu.com/podcast/are-natural-disasters-man-made-the-hindu-parley-podcast/article67256483.ece,159
160,https://www.thehindu.com/premium/,160
161,https://www.thehindu.com/readers-editor-terms/,161
162,https://www.thehindu.com/rssfeeds/,162
163,https://www.thehindu.com/sci-tech/,163
164,https://www.thehindu.com/sci-tech/agriculture/,164
165,https://www.thehindu.com/sci-tech/energy-and-environment/,165
166,https://www.thehindu.com/sci-tech/energy-and-environment/green-humour-cartoon-rohan-chakravarty-state-of-indias-birds-2023-report/article67243914.ece,166
167,https://www.thehindu.com/sci-tech/health/,167
168,https://www.thehindu.com/sci-tech/health/explained-are-turmeric-supplements-advisable/article67214093.ece,168
169,https://www.thehindu.com/sci-tech/health/explained-what-is-the-care-protocol-for-babies-in-india/article67239285.ece,169
170,https://www.thehindu.com/sci-tech/science/,170
171,https://www.thehindu.com/sci-tech/science/chandrayaan-3-isro-future-gaganyaan-rlv-sslv-sce-200/article67236348.ece,171
172,https://www.thehindu.com/sci-tech/science/countdown-for-indias-first-solar-observatory-mission-aditya-l1-starts/article67258934.ece,172
173,https://www.thehindu.com/sci-tech/science/explained-why-did-chandrayaan-3-land-on-the-near-side-of-the-moon/article67235632.ece,173
174,https://www.thehindu.com/sci-tech/science/isro-shares-video-showing-pragyan-rover-roaming-around-shiv-shakti-point/article67238464.ece,174
175,https://www.thehindu.com/sci-tech/science/luna-25-failure-roscosmos-implications-moon-base-china/article67218643.ece,175
176,https://www.thehindu.com/sci-tech/technology/,176
177,https://www.thehindu.com/sci-tech/technology/amazon-chief-andy-jassy-warns-reluctant-employees-work-from-office-thrice-week/article67258807.ece,177
178,https://www.thehindu.com/sci-tech/technology/audi-q3-40-tfsi-tech-review/article67259222.ece,178
179,https://www.thehindu.com/sci-tech/technology/elon-musk-promises-audio-video-calls-x-does-not-mention-deadline/article67259233.ece,179
180,https://www.thehindu.com/sci-tech/technology/explained-news-media-versus-openais-chatgpt/article67245964.ece,180
181,https://www.thehindu.com/sci-tech/technology/gadgets/,181
182,https://www.thehindu.com/sci-tech/technology/gadgets/dolbys-latest-audio-tech-to-be-showcased-on-tcl-tvs-at-ifa/article67250860.ece,182
183,https://www.thehindu.com/sci-tech/technology/gadgets/global-smartwatch-shipments-increase-q2-2023-driven-by-demand-india/article67251384.ece,183
184,https://www.thehindu.com/sci-tech/technology/gadgets/iqoo-z7-pro-launched-in-india-with-mediatek-processor/article67255210.ece,184
185,https://www.thehindu.com/sci-tech/technology/gadgets/lg-tone-free-fit-tf7-review-blends-smartness-with-sportiness/article67251175.ece,185
186,https://www.thehindu.com/sci-tech/technology/gadgets/nothing-os-20-starts-rolling-out-for-phone-1-users/article67247487.ece,186
187,https://www.thehindu.com/sci-tech/technology/gadgets/oneplus-announces-oxygenos-14-rollout-before-google-pixel-unveil/article67258826.ece,187
188,https://www.thehindu.com/sci-tech/technology/gadgets/premium-segment-brands-created-feeder-base-for-apple-iphone-report/article67234043.ece,188
189,https://www.thehindu.com/sci-tech/technology/gadgets/realme-11-5g-review-all-that-glitters-isnt-gold/article67247516.ece,189
190,https://www.thehindu.com/sci-tech/technology/gadgets/samsung-launches-odyssey-neo-g9-monitor-for-gamers/article67230562.ece,190
191,https://www.thehindu.com/sci-tech/technology/gadgets/sennheiser-launches-ambeo-soundbar-plus-and-sub-in-india/article67234138.ece,191
192,https://www.thehindu.com/sci-tech/technology/gadgets/vivo-launches-v29e-with-snapdragon-695-soc/article67244276.ece,192
193,https://www.thehindu.com/sci-tech/technology/internet/,193
194,https://www.thehindu.com/sci-tech/technology/what-are-acoustic-side-channel-attacks-and-how-is-ai-used-to-increase-its-accuracy/article67216538.ece,194
195,https://www.thehindu.com/sitemap/,195
196,https://www.thehindu.com/social/,196
197,https://www.thehindu.com/society/,197
198,https://www.thehindu.com/sport/,198
199,https://www.thehindu.com/sport/athletics/,199
200,https://www.thehindu.com/sport/cricket/,200
201,https://www.thehindu.com/sport/football/,201
202,https://www.thehindu.com/sport/hockey/,202
203,https://www.thehindu.com/sport/motorsport/,203
204,https://www.thehindu.com/sport/other-sports/,204
205,https://www.thehindu.com/sport/other-sports/explained-why-was-the-wfi-suspended-by-united-world-wrestling/article67245973.ece,205
206,https://www.thehindu.com/sport/races/,206
207,https://www.thehindu.com/sport/tennis/,207
208,https://www.thehindu.com/subscription/?utm_source=footer&utm_medium=section&utm_caign=website,208
209,https://www.thehindu.com/subscription/freetrial/?utm_source=TheHindu&utm_medium=&utm_campaign=FTbutton,209
210,https://www.thehindu.com/subscription/freetrial/?utm_source=TheHindu&utm_medium=article&utm_campaign=FTbutton,210
211,https://www.thehindu.com/subscription/freetrial/?utm_source=TheHindu&utm_medium=homepage&utm_campaign=FTbutton,211
212,https://www.thehindu.com/subscription/freetrial/?utm_source=TheHindu&utm_medium=section&utm_campaign=FTbutton,212
213,https://www.thehindu.com/subscription/freetrial/?utm_source=TheHindu&utm_medium=tag&utm_campaign=FTbutton,213
214,https://www.thehindu.com/tag/1236-1232-1197/,214
215,https://www.thehindu.com/tag/685-684/,215
216,https://www.thehindu.com/tag/848-833-684/,216
217,https://www.thehindu.com/tag/863-833-684/,217
218,https://www.thehindu.com/tamil/editorial/,218
219,https://www.thehindu.com/telugu/editorial/,219
220,https://www.thehindu.com/termsofuse/,220
221,https://www.thehindu.com/topic/The_Hindu_Explains/,221
222,https://www.thehindu.com/values/,222
223,https://www.thehindu.com/videos/,223
224,https://thehinduads.com/,224
225,https://pay.hindu.com/esubspay/,225
226,http://ad.apps.fm/Xqu5BIBeCOREIqFMIJ5-hfE7og6fuV2oOMeOQdRqrE2LOAsYCovCD3BO4Tlr0voJxQxE023YRcpDAfPt4729MIV4EkBzhuiTQ6_P48Dm81I,226
227,https://frontline.thehindu.com/cover-story/landmark-reforms/article64759933.ece,227
228,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=af&gl=IN,228
229,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=am&gl=IN,229
230,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=ar&gl=IN,230
231,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=as&gl=IN,231
232,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=az&gl=IN,232
233,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=be&gl=IN,233
234,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=bg&gl=IN,234
235,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=bn&gl=IN,235
236,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=bs&gl=IN,236
237,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=ca&gl=IN,237
238,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=cs&gl=IN,238
239,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=da&gl=IN,239
240,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=de&gl=IN,240
241,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=de_AT&gl=IN,241
242,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=de_CH&gl=IN,242
243,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=el&gl=IN,243
244,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=en&gl=IN,244
245,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=en_AU&gl=IN,245
246,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=en_CA&gl=IN,246
247,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=en_GB&gl=IN,247
248,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=en_IE&gl=IN,248
249,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=en_IN&gl=IN,249
250,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=en_NZ&gl=IN,250
251,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=en_SG&gl=IN,251
252,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=en_US&gl=IN,252
253,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=en_ZA&gl=IN,253
254,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es&gl=IN,254
255,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_419&gl=IN,255
256,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_AR&gl=IN,256
257,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_BO&gl=IN,257
258,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_CL&gl=IN,258
259,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_CO&gl=IN,259
260,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_CR&gl=IN,260
261,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_DO&gl=IN,261
262,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_EC&gl=IN,262
263,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_GT&gl=IN,263
264,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_HN&gl=IN,264
265,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_MX&gl=IN,265
266,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_NI&gl=IN,266
267,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_PA&gl=IN,267
268,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_PE&gl=IN,268
269,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_PR&gl=IN,269
270,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_PY&gl=IN,270
271,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_SV&gl=IN,271
272,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_US&gl=IN,272
273,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_UY&gl=IN,273
274,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=es_VE&gl=IN,274
275,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=et&gl=IN,275
276,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=eu&gl=IN,276
277,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=fa&gl=IN,277
278,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=fi&gl=IN,278
279,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=fil&gl=IN,279
280,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=fr&gl=IN,280
281,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=fr_CA&gl=IN,281
282,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=fr_CH&gl=IN,282
283,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=gl&gl=IN,283
284,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=gsw&gl=IN,284
285,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=gu&gl=IN,285
286,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=he&gl=IN,286
287,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=hi&gl=IN,287
288,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=hr&gl=IN,288
289,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=hu&gl=IN,289
290,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=hy&gl=IN,290
291,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=id&gl=IN,291
292,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=is&gl=IN,292
293,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=it&gl=IN,293
294,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=ja&gl=IN,294
295,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=ka&gl=IN,295
296,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=kk&gl=IN,296
297,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=km&gl=IN,297
298,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=kn&gl=IN,298
299,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=ko&gl=IN,299
300,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=ky&gl=IN,300
301,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=ln&gl=IN,301
302,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=lo&gl=IN,302
303,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=lt&gl=IN,303
304,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=lv&gl=IN,304
305,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=mk&gl=IN,305
306,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=ml&gl=IN,306
307,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=mn&gl=IN,307
308,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=mr&gl=IN,308
309,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=ms&gl=IN,309
310,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=my&gl=IN,310
311,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=ne&gl=IN,311
312,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=nl&gl=IN,312
313,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=no&gl=IN,313
314,https://play.google.com/store/apps/details?id=com.mobstac.thehindu&hl=or&gl=IN,314
